record_id,damaging_comment,human_label
1892,Telling me to grow up and snap out of it.     I was forced to touch and eat tomato when it was a fear food and told to just eat it and not be so stupid it was just a fruit.     I was told initially when first admitted to ER with incredibly low weight that I had to go to adult psych ward snd was sent home next morning as told I wasn't sick enough. I weight 29kg at the time and am 5ft 8.,Yes
1764,About weight,Yes
2053,"Your weight is fine... comments on appearance,  etc.",Yes
2192,primary care doctor congratulated me on losing weight when i didn't eat for weeks at a time,Yes
1650,Weight related,Yes
240,One provider said she would discontinue my depression meds if I did not initiate treatment immediately. This was right after the three months spent trying to get said treatment.,No
2650,A new PCP would tell me my weight after I backed into the scale and specifically said I didn't want to know it due to it being triggering.,No
4779,"Your not skinny, do you have a Phych,",Yes
2569,My former therapist said that my eating disorder was for attention.,No
787,I weigh too much to have an eating disorder  I am looking for attention  Eating disorders are made up  Just eat,Yes
2563,An old psychiatrist said I was okay (when I was actively starving myself) because I wasn't 'wasting away',Yes
508,"After disclosing my restrictive behaviors to my psychiatrist, he put me on a scale and told my dad and I that I 'wasn't wasting away, so there's nothing to worry about.'",Yes
629,"You will only have to gain a small amount, you are chronic, worst client I have ever had, we don't know why to do with you, recovery is not for everyone",No
3670,"Weight-loss encouragement, lack of support.",Yes
2350,"You're not that bad, your weight is normal.   I don't know why you're so struggling if you've been in treatment this long.   I don't deal with eating disorders",Yes
201,I had a Dr tell me that it was okay to lose weight and complicated my body size.  I had a specialist try to give nutrition advice and said it was easy.,Yes
1763,'Just eat.'  'You can recover and still be thin.'   'You're a runner: athletes have low heart rates.'  'Your BMI is normal now; you clearly have your earring disorder under control.'  And many more...,Yes
74,"'you look okay' 'just don't lose any more weight' 'you're  above recommended weight gain in pregnancy but that's okay' (while I was pregnant, had at that point gained a few pounds more than the pregnancy chart recommended)",Yes
180,It would hot away if I lost weight   I don't have an eating disorder I'm just greedy about food  I'm lazy,Yes
233,In a prop comments during group,No
1443,Primary care providers making assumptions on my eating behaviors based on the diagnosis given.,No
517,Saying I was not sick enough due to my weight to have a restriction eating disorder. Also could not be classified as anorexia due to my BMI.,Yes
670,Weight based comments about health,Yes
670,That my BMI is too high and I am going to die because of my weight. This was said when I was at my sickest and vomiting blood from purging too often. I have also had multiple dieticians tell me that my eating disorder isn't a concern because I am not underweight,Yes
1712,"'I gained weight', 'I'm getting fatter and fatter', 'how did I get so big', 'when did I get so big ', 'that's why I'm fat and my friends are skinny', 'I'm the fat sister'. ' I'm the ugly sister', ' I need to wear extra large', 'suck in my stomach ', 'stop pushing out my stomach ', (when I wasn't), 'I can't eat that ', 'I eat too much '. 'I'm too skinny now'.",Yes
478,"When asking my primary care pediatrician at 14 for treatment recommendations, I was told I wasn't sick enough to need treatment and other girls had more severe issues than I did",Yes
494,Because I have atypical anorexia I'm often told I don't really have an eating disorder because I'm not significantly underweight,Yes
